"중소단체
계약번호",변경회차,단체계약명,지원구분,보험계약자,등록건수,대상건수,제외건수,신청일,확정일,보험계약기간,진행상태,기업규모,"일괄가입
방식여부",부서,담당자,대표지원기관,"지원
진행상태"
1124120006,0,2024 인천광역시 단체보험(12차)_1월,단기수출보험(단체보험) 일반,인천광역시청,8,8,0,2024.12.12,2024.12.12,2025.01.01 ~ 2025.12.31,확정완료,중소중견기업,N,인천지사,정가연,인천광역시청,지원완료
1124120005,0,2024 부천시 단체보험(6차)_1월 1일,단기수출보험(단체보험) 일반,부천시청,9,9,0,2024.12.12,2024.12.12,2025.01.01 ~ 2025.12.31,확정완료,중소중견기업,N,인천지사,정가연,부천시청,지원완료
1124120004,0,2024 부천시 단체보험(5차)_12월 12일,단기수출보험(단체보험) 일반,부천시청,2,2,0,2024.12.10,2024.12.10,2024.12.12 ~ 2025.12.11,확정완료,중소중견기업,N,인천지사,정가연,부천시청,지원완료
1124120003,0,2024년 3차 aT 단체보험(소액한도),단기수출보험(단체보험) 소규모,한국농수산식품유통공사,47,36,11,2024.12.05,2024.12.05,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,수출기업화팀,석아름,aT(한국농수산식품유통공사),지원완료
1124120002,0,2024년 12월 김포시청 단체보험,단기수출보험(단체보험) 일반,김포시청,1,1,0,2024.12.02,2024.12.02,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,경기북부지사,최슬기,김포시청,지원완료
1124120001,0,2024년 12월 파주시청 단체보험,단기수출보험(단체보험) 일반,파주시청,5,5,0,2024.12.02,2024.12.02,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,경기북부지사,최슬기,파주시청,지원완료
1124110021,1,[계약추가]2024년 한국방위산업진흥회 단체보험,단기수출보험(단체보험) 일반,(사)한국방위산업진흥회,1,1,0,2024.12.05,2024.12.05,2024.12.02 ~ 2025.11.30,확정완료,중소중견기업,N,수출기업화팀,석아름,한국방위산업진흥회,지원완료
1124110021,0,2024년 한국방위산업진흥회 단체보험,단기수출보험(단체보험) 일반,(사)한국방위산업진흥회,22,20,2,2024.11.29,2024.11.29,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,수출기업화팀,석아름,한국방위산업진흥회,지원완료
1124110020,0,2024년 무역협회 22차 단체보험(소액한도),단기수출보험(단체보험) 소규모,(사)한국무역협회,4,4,0,2024.11.29,2024.11.29,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124110019,0,2024년 무역협회 22차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,19,13,6,2024.11.29,2024.11.29,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124110018,0,2024년 12월 서울시청 단체보험 신규,단기수출보험(단체보험) 일반,서울시청,104,101,3,2024.11.28,2024.11.28,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124110017,0,[특약추가]2024년 충남도청 단체보험(3차),단기수출보험(단체보험) 일반,충청남도청,3,3,0,2024.11.28,2024.11.28,2024.12.01 ~ 2025.10.07,확정완료,중소중견기업,N,대전세종충남지사,장정란,충남도청,지원완료
1124110016,0,2024년 11월 하나은행 경기남부 단체보험(7차),단기수출보험(단체보험) 일반,하나은행 외환마케팅부,26,25,1,2024.10.31,2024.11.01,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,경기남부지사,이경복,하나은행,지원완료
1124110015,0,2024년 밀양시청 단체보험(일괄가입방식),단기수출보험(단체보험) 일반,밀양시청,46,46,0,2024.11.28,2024.11.28,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,Y,경남지사,곽인섭,밀양시청,지원완료
1124110014,0,2024년 12월 화성시 단체보험,단기수출보험(단체보험) 일반,화성시청,4,4,0,2024.11.27,2024.11.27,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,경기남부지사,강경민,화성시청,지원완료
1124110013,0,2024년 12월 서울시청 단체보험 갱신,단기수출보험(단체보험) 일반,서울시청,61,58,3,2024.11.27,2024.11.27,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124110012,0,2024 인천광역시 단체보험(11차)_12월,단기수출보험(단체보험) 일반,인천광역시청,30,30,0,2024.11.27,2024.11.27,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,인천지사,정가연,인천광역시청,지원완료
1124110011,2,[계약추가2] 2024년 무역협회 21차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,1,1,0,2024.11.22,2024.11.22,2024.11.16 ~ 2025.11.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124110011,1,[계약추가1] 2024년 무역협회 21차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,2,2,0,2024.11.21,2024.11.21,2024.11.16 ~ 2025.11.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124110011,0,2024년 무역협회 21차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,8,6,2,2024.11.21,2024.11.21,2024.11.16 ~ 2025.11.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124110010,0,2024 성남시 단체보험 (12월),단기수출보험(단체보험) 일반,성남시청,6,6,0,2024.11.20,2024.11.20,2024.12.01 ~ 2025.11.30,확정완료,중소중견기업,N,경기남부지사,김효선,성남시청,지원완료
1124110009,0,2024년 광주광역시청 단기수출보험(단체보험) 일괄가입(일반),단기수출보험(단체보험) 일반,광주광역시청,155,155,0,2024.11.18,2024.11.18,2024.11.27 ~ 2025.11.26,확정완료,중소중견기업,Y,광주전남지사,이종훈,광주광역시청,지원완료
1124110008,0,2024년 광주광역시청 단기수출보험(단체보험) 일괄가입(소규모),단기수출보험(단체보험) 소규모,광주광역시청,135,135,0,2024.11.18,2024.11.18,2024.11.27 ~ 2025.11.26,확정완료,중소중견기업,Y,광주전남지사,이종훈,광주광역시청,지원완료
1124110007,0,2024년 aT 11월 단체보험,단기수출보험(단체보험) 일반,한국농수산식품유통공사,2,1,1,2024.11.18,2024.11.18,2024.11.20 ~ 2025.11.19,확정완료,중소중견기업,N,수출기업화팀,석아름,aT(한국농수산식품유통공사),지원완료
1124110006,0,2024 인천광역시 단체보험(10차)_11월21일,단기수출보험(단체보험) 일반,인천광역시청,13,13,0,2024.11.15,2024.11.15,2024.11.21 ~ 2025.11.20,확정완료,중소중견기업,N,인천지사,정가연,인천광역시청,지원완료
1124110005,0,2024 부천시 단체보험(4차)_11월 14일,단기수출보험(단체보험) 일반,부천시청,3,3,0,2024.11.11,2024.11.11,2024.11.14 ~ 2025.11.13,확정완료,중소중견기업,N,인천지사,정가연,부천시청,지원완료
1124110004,0,2024년 진주시청 단체보험,단기수출보험(단체보험) 일반,진주시청,21,21,0,2024.11.11,2024.11.11,2024.11.13 ~ 2025.11.12,확정완료,중소중견기업,N,경남지사,이무홍,진주시청,지원완료
1124110003,0,2024년 11월 파주시청 단체보험,단기수출보험(단체보험) 일반,파주시청,9,9,0,2024.11.05,2024.11.05,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,경기북부지사,최슬기,파주시청,지원완료
1124110002,0,2024 성남시 단체보험 (11월),단기수출보험(단체보험) 일반,성남시청,4,4,0,2024.11.05,2024.11.05,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,경기남부지사,김효선,성남시청,지원완료
1124110001,0,2024년도 안양시 단체보험(11월 신규),단기수출보험(단체보험) 일반,안양산업진흥원,1,1,0,2024.11.04,2024.11.04,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,경기남부지사,유도경,안양시청,지원완료
1124100027,0,[특약추가]2024년 충남도청 단체보험(2차),단기수출보험(단체보험) 일반,충청남도청,4,4,0,2024.10.31,2024.10.31,2024.11.01 ~ 2025.10.07,확정완료,중소중견기업,N,대전세종충남지사,장정란,충남도청,지원완료
1124100026,0,2024년 경기도 단체보험(경기 안심 수출보험) 11월 ,단기수출보험(단체보험) 일반,경기도청,100,93,7,2024.10.31,2024.11.27,2024.11.01 ~ 2025.05.06,확정완료,중소중견기업,Y,경기남부지사,이경복,경기도청,지원완료
1124100025,0,한국소방산업기술원 단체보험 (2024년 11월),단기수출보험(단체보험) 일반,한국소방산업기술원,4,4,0,2024.10.30,2024.10.30,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,경기남부지사,이경복,한국소방산업기술원,지원완료
1124100024,0,2024년 경남도청 제3차 단체보험(소액),단기수출보험(단체보험) 소규모,경상남도,18,18,0,2024.10.30,2024.10.30,2024.10.31 ~ 2025.10.30,확정완료,중소중견기업,N,경남지사,곽인섭,경남도청,지원완료
1124100023,0,2024년 경남도청 제3차 단체보험,단기수출보험(단체보험) 일반,경상남도,58,58,0,2024.10.30,2024.10.30,2024.10.31 ~ 2025.10.30,확정완료,중소중견기업,N,경남지사,곽인섭,경남도청,지원완료
1124100022,0,2024년 11월 서울시청 단체보험 신규,단기수출보험(단체보험) 일반,서울시청,96,96,0,2024.10.30,2024.10.30,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124100021,0,2024년 11월 서울시청 단체보험 갱신,단기수출보험(단체보험) 일반,서울시청,63,57,6,2024.10.30,2024.10.30,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124100020,0,2024년 10월 하나은행 경기남부 단체보험(6차),단기수출보험(단체보험) 일반,하나은행 외환마케팅부,13,13,0,2024.10.30,2024.10.30,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,경기남부지사,이경복,하나은행,지원완료
1124100019,0,2024년 경기도 단체보험(경기 안심 수출보험) 10월 ,단기수출보험(단체보험) 일반,경기도청,69,68,1,2024.09.30,2024.10.30,2024.10.01 ~ 2025.05.06,확정완료,중소중견기업,Y,경기남부지사,이경복,경기도청,지원완료
1124100018,0,2024 인천광역시 단체보험(10차)_11월1일,단기수출보험(단체보험) 일반,인천광역시청,24,24,0,2024.10.29,2024.10.29,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,인천지사,정가연,인천광역시청,지원완료
1124100017,0,2024년 무역협회 20차 단체보험(소액한도),단기수출보험(단체보험) 소규모,(사)한국무역협회,1,1,0,2024.10.28,2024.10.28,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124100016,0,2024년 무역협회 20차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,20,15,5,2024.10.28,2024.10.28,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124100015,0,2024년 오산시청 단체보험(소액한도),단기수출보험(단체보험) 소규모,오산시청,71,69,2,2024.10.24,2024.10.24,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,Y,경기남부지사,나영희,오산시청,지원완료
1124100014,0,2024년 오산시청 단체보험(일반한도),단기수출보험(단체보험) 일반,오산시청,63,63,0,2024.10.24,2024.10.24,2024.11.01 ~ 2025.10.31,확정완료,중소중견기업,Y,경기남부지사,나영희,오산시청,지원완료
1124100013,0,한국소방산업기술원 단체보험 (2024년 10월),단기수출보험(단체보험) 일반,한국소방산업기술원,23,16,7,2024.10.23,2024.10.23,2024.10.15 ~ 2025.10.14,확정완료,중소중견기업,N,경기남부지사,이경복,한국소방산업기술원,지원완료
1124100012,0,2024년 TIPA 수출지원프로그램 단체보험(2차),단기수출보험(단체보험) 일반,중소기업기술정보진흥원,30,20,10,2024.10.16,2024.10.16,2024.10.14 ~ 2025.10.13,확정완료,중소중견기업,N,수출기업화팀,석아름,TIPA(중소기업기술정보진흥원),지원완료
1124100011,0,[특약추가]2024년 충남도청 단체보험(1차),단기수출보험(단체보험) 일반,충청남도청,8,8,0,2024.10.15,2024.10.15,2024.10.08 ~ 2025.10.07,확정완료,중소중견기업,N,대전세종충남지사,장정란,충남도청,지원완료
1124100010,0,2024년 충남도청 단체보험 갱신,단기수출보험(단체보험) 일반,충청남도청,211,209,2,2024.10.14,2024.10.14,2024.10.08 ~ 2025.10.07,확정완료,중소중견기업,N,대전세종충남지사,장정란,충남도청,지원완료
1124100009,1,[계약추가]2024년 무역협회 19차 단체보험(소액한도),단기수출보험(단체보험) 소규모,(사)한국무역협회,1,1,0,2024.10.23,2024.10.23,2024.10.20 ~ 2025.10.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124100009,0,2024년 무역협회 19차 단체보험(소액한도),단기수출보험(단체보험) 소규모,(사)한국무역협회,1,1,0,2024.10.11,2024.10.11,2024.10.16 ~ 2025.10.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124100008,1,[계약추가] 2024년 무역협회 19차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,2,2,0,2024.10.23,2024.10.23,2024.10.20 ~ 2025.10.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124100008,0,2024년 무역협회 19차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,16,12,4,2024.10.11,2024.10.11,2024.10.16 ~ 2025.10.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124100007,0,[계약추가] 2024년 10월 서울시청 단체보험 신규,단기수출보험(단체보험) 일반,서울시청,3,3,0,2024.10.07,2024.09.30,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124100006,0,2024년 2차 aT 단체보험(소액한도),단기수출보험(단체보험) 소규모,한국농수산식품유통공사,109,70,39,2024.10.07,2024.10.07,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,수출기업화팀,석아름,aT(한국농수산식품유통공사),지원완료
1124100005,0,2024년 무역협회 18차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,25,19,6,2024.10.07,2024.10.07,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124100004,0,2024년 울주군청 단체보험 특약 갱신,단기수출보험(단체보험) 일반,울주군청,20,20,0,2024.10.04,2024.10.04,2024.10.13 ~ 2025.10.12,확정완료,중소중견기업,N,울산지사,박혜영2,울주군청,지원완료
1124100003,0,2024년 10월 김포시청 단체보험,단기수출보험(단체보험) 일반,김포시청,1,1,0,2024.10.02,2024.10.02,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,경기북부지사,최슬기,김포시청,지원완료
1124100002,0,2024년 10월 파주시청 단체보험,단기수출보험(단체보험) 일반,파주시청,1,1,0,2024.10.02,2024.10.02,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,경기북부지사,최슬기,파주시청,지원완료
1124100001,0,2024 성남시 단체보험 (10월),단기수출보험(단체보험) 일반,성남시청,3,3,0,2024.10.02,2024.10.02,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,경기남부지사,김효선,성남시청,지원완료
1124090025,0,2024년 10월 시흥산업진흥원 단체보험,단기수출보험(단체보험) 일반,재단법인 시흥산업진흥원,11,11,0,2024.09.30,2024.09.30,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,경기서부지사,김도현,시흥산업진흥원,지원완료
1124090024,0,2024년 10월 서울시청 단체보험 신규,단기수출보험(단체보험) 일반,서울시청,32,30,2,2024.09.30,2024.09.30,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124090023,0,2024년 10월 서울시청 단체보험 갱신,단기수출보험(단체보험) 일반,서울시청,66,63,3,2024.09.30,2024.09.30,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124090022,0,"2024년 하나은행-인천지사 단체보험 (일괄, 일반)",단기수출보험(단체보험) 일반,하나은행 외환마케팅부,69,69,0,2024.09.27,2024.09.27,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,Y,인천지사,정가연,하나은행,지원완료
1124090021,0,"2024년 하나은행-인천지사 단체보험 (일괄, 소규모)",단기수출보험(단체보험) 소규모,하나은행 외환마케팅부,40,40,0,2024.09.27,2024.09.27,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,Y,인천지사,정가연,하나은행,지원완료
1124090020,0,2024년 경기도 단체보험(경기 안심 수출보험) 9월_추가,단기수출보험(단체보험) 일반,경기도청,1,1,0,2024.08.30,2024.08.30,2024.09.01 ~ 2025.05.06,확정완료,중소중견기업,Y,경기남부지사,이경복,경기도청,지원완료
1124090019,0,2024년 대구경북지사-하나은행 단체보험,단기수출보험(단체보험) 일반,하나은행 외환마케팅부,31,30,1,2024.09.26,2024.09.26,2024.09.25 ~ 2025.09.24,확정완료,중소중견기업,N,대구경북지사,이현우,하나은행,지원완료
1124090018,0,2024년 9월 하나은행 경기남부 단체보험(5차),단기수출보험(단체보험) 일반,하나은행 외환마케팅부,456,33,423,2024.08.30,2024.09.27,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,경기남부지사,이경복,하나은행,지원완료
1124090017,0,2024년도 안양시 단체보험(10월 갱신),단기수출보험(단체보험) 일반,안양산업진흥원,15,15,0,2024.09.26,2024.09.26,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,경기남부지사,유도경,안양시청,지원완료
1124090016,0,2024 부천시 단체보험(3차)_10월,단기수출보험(단체보험) 일반,부천시청,2,2,0,2024.09.26,2024.09.26,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,인천지사,정가연,부천시청,지원완료
1124090015,0,2024 인천광역시 단체보험(9차)_10월,단기수출보험(단체보험) 일반,인천광역시청,26,26,0,2024.09.26,2024.09.26,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,인천지사,정가연,인천광역시청,지원완료
1124090014,1,[계약추가]2024년 전남도청 단기수출보험(단체보험) 일괄가입(일반) 피보험자 추가 ,단기수출보험(단체보험) 일반,전라남도청,10,10,0,2024.11.11,2024.11.11,2024.10.27 ~ 2025.09.24,확정완료,중소중견기업,Y,광주전남지사,김승한,전남도청,지원완료
1124090014,0,2024년 전남도청 단기수출보험(단체보험) 일괄가입(일반),단기수출보험(단체보험) 일반,전라남도청,129,129,0,2024.09.25,2024.09.25,2024.09.25 ~ 2025.09.24,확정완료,중소중견기업,Y,광주전남지사,김승한,전남도청,지원완료
1124090013,1,[계약추가]2024년 전남도청 단기수출보험(단체보험) 일괄가입(소규모) 피보험자 추가,단기수출보험(단체보험) 소규모,전라남도청,4,4,0,2024.11.11,2024.11.11,2024.10.27 ~ 2025.09.24,확정완료,중소중견기업,Y,광주전남지사,김승한,전남도청,지원완료
1124090013,0,2024년 전남도청 단기수출보험(단체보험) 일괄가입(소규모),단기수출보험(단체보험) 소규모,전라남도청,233,233,0,2024.09.25,2024.09.25,2024.09.25 ~ 2025.09.24,확정완료,중소중견기업,Y,광주전남지사,김승한,전남도청,지원완료
1124090012,0,[특약추가] 2024년 부산광역시 단체보험 소규모 추가,단기수출보험(단체보험) 소규모,부산광역시,6,6,0,2024.09.25,2024.09.25,2024.09.30 ~ 2025.04.16,확정완료,중소중견기업,N,부산지사,김현수,부산광역시청,지원완료
1124090011,0,[특약추가] 2024년 부산광역시 단체보험 추가,단기수출보험(단체보험) 일반,부산광역시,2,2,0,2024.09.25,2024.09.25,2024.09.30 ~ 2025.04.16,확정완료,중소중견기업,N,부산지사,김현수,부산광역시청,지원완료
1124090010,0,2024년 10월 화성시 단체보험,단기수출보험(단체보험) 일반,화성시청,2,2,0,2024.09.23,2024.09.23,2024.10.01 ~ 2025.09.30,확정완료,중소중견기업,N,경기남부지사,강경민,화성시청,지원완료
1124090009,0,2024년 함안군청 단체보험,단기수출보험(단체보험) 일반,함안군청,16,16,0,2024.09.13,2024.09.13,2024.09.23 ~ 2025.09.22,확정완료,중소중견기업,N,경남지사,박재훈,함안군청,지원완료
1124090008,0,2024년 aT 9월 단체보험,단기수출보험(단체보험) 일반,한국농수산식품유통공사,4,4,0,2024.09.11,2024.09.11,2024.09.20 ~ 2025.09.19,확정완료,중소중견기업,N,수출기업화팀,석아름,aT(한국농수산식품유통공사),지원완료
1124090007,0,2024년 무역협회 17차 단체보험(소액한도),단기수출보험(단체보험) 소규모,(사)한국무역협회,3,1,2,2024.09.10,2024.09.10,2024.09.16 ~ 2025.09.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124090006,1,[계약추가]2024년 무역협회 17차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,3,3,0,2024.09.11,2024.09.11,2024.09.19 ~ 2025.09.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124090006,0,2024년 무역협회 17차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,12,9,3,2024.09.10,2024.09.10,2024.09.16 ~ 2025.09.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124090005,0,2024 성남시 단체보험 (9월),단기수출보험(단체보험) 일반,성남시청,5,5,0,2024.09.09,2024.09.09,2024.09.04 ~ 2025.09.03,확정완료,중소중견기업,N,경기남부지사,김효선,성남시청,지원완료
1124090004,0,2024년 9월 김포시청 단체보험,단기수출보험(단체보험) 일반,김포시청,3,3,0,2024.09.04,2024.09.04,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,경기북부지사,최슬기,김포시청,지원완료
1124090003,0,2024년 9월 파주시청 단체보험,단기수출보험(단체보험) 일반,파주시청,10,10,0,2024.09.04,2024.09.04,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,경기북부지사,최슬기,파주시청,지원완료
1124080026,0,2024년 경기도 단체보험(경기 안심 수출보험) 9월 ,단기수출보험(단체보험) 일반,경기도청,67,67,0,2024.08.30,2024.08.30,2024.09.01 ~ 2025.05.06,확정완료,중소중견기업,Y,경기남부지사,이경복,경기도청,지원완료
1124080025,0,2024년 9월 안산시 단체보험,단기수출보험(단체보험) 일반,안산시청,13,13,0,2024.08.30,2024.08.30,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,경기서부지사,김도현,안산시청,지원완료
1124080024,1,[계약추가][계약추가] 2024년 9월 서울시청 단체보험 신규,단기수출보험(단체보험) 일반,서울시청,18,17,1,2024.09.05,2024.09.05,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124080024,0,2024년 9월 서울시청 단체보험 신규,단기수출보험(단체보험) 일반,서울시청,124,121,3,2024.08.29,2024.08.29,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124080023,0,2024년 신한은행-KOTRA 수출기업화 2차 단체보험(소액한도),단기수출보험(단체보험) 소규모,신한은행,282,279,3,2024.08.29,2024.08.29,2024.08.26 ~ 2025.08.25,확정완료,중소중견기업,N,수출기업화팀,석아름,신한은행,지원완료
1124080022,0,2024년8월 하나은행 경기남부 단체보험(4차),단기수출보험(단체보험) 일반,하나은행 외환마케팅부,85,85,0,2024.08.01,2024.08.29,2024.08.01 ~ 2025.07.31,확정완료,중소중견기업,N,경기남부지사,이경복,하나은행,지원완료
1124080021,0,2024년 9월 서울시청 단체보험 갱신,단기수출보험(단체보험) 일반,서울시청,173,156,17,2024.08.28,2024.08.28,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,중앙지사,이창환,서울특별시청,지원완료
1124080020,0,2024년도 안양시 단체보험(9월 갱신),단기수출보험(단체보험) 일반,안양산업진흥원,5,5,0,2024.08.28,2024.08.28,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,경기남부지사,유도경,안양시청,지원완료
1124080019,0,2024년 9월 화성시 단체보험,단기수출보험(단체보험) 일반,화성시청,5,5,0,2024.08.28,2024.08.28,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,경기남부지사,강경민,화성시청,지원완료
1124080018,0,2024 인천광역시 단체보험(8차)_9월,단기수출보험(단체보험) 일반,인천광역시청,37,37,0,2024.08.26,2024.08.26,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,인천지사,정가연,인천광역시청,지원완료
1124080017,0,2024 인천광역시 단체보험(7차)_8월28일,단기수출보험(단체보험) 일반,인천광역시청,9,9,0,2024.08.26,2024.08.26,2024.08.28 ~ 2025.08.27,확정완료,중소중견기업,N,인천지사,정가연,인천광역시청,지원완료
1124080016,0,2024년 지역난방공사 1차 단체보험(일반),단기수출보험(단체보험) 일반,한국지역난방공사,1,1,0,2024.08.20,2024.08.20,2024.08.19 ~ 2025.08.18,확정완료,중소중견기업,N,수출기업화팀,석아름,한국지역난방공사,지원완료
1124080015,0,2024년 한국지역난방공사 단체보험(일괄가입),단기수출보험(단체보험) 일반,한국지역난방공사,65,64,1,2024.08.20,2024.08.21,2024.08.19 ~ 2025.08.18,확정완료,중소중견기업,Y,수출기업화팀,석아름,한국지역난방공사,지원완료
1124080014,0,하나은행-구로디지털지사 단체보험(일괄),단기수출보험(단체보험) 일반,하나은행 외환마케팅부,112,111,1,2024.08.20,2024.08.20,2024.09.02 ~ 2025.09.01,확정완료,중소중견기업,Y,구로디지털지사,정지아,하나은행,지원완료
1124080013,0,2024년 무역협회 16차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,24,22,2,2024.08.19,2024.08.19,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124080012,0,2024년 무역협회 16차 단체보험(소액한도),단기수출보험(단체보험) 소규모,(사)한국무역협회,1,1,0,2024.08.19,2024.08.19,2024.09.01 ~ 2025.08.31,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124080011,0,2024년 신한은행-KOTRA 수출기업화 단체보험(소액한도),단기수출보험(단체보험) 소규모,신한은행,856,844,12,2024.08.13,2024.08.13,2024.08.01 ~ 2025.07.31,확정완료,중소중견기업,N,수출기업화팀,석아름,신한은행,지원완료
1124080010,0,2024년 무역협회 15차 단체보험(소액한도),단기수출보험(단체보험) 소규모,(사)한국무역협회,2,2,0,2024.08.12,2024.08.12,2024.08.16 ~ 2025.08.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124080009,0,2024년 무역협회 15차 단체보험,단기수출보험(단체보험) 일반,(사)한국무역협회,17,11,6,2024.08.12,2024.08.12,2024.08.16 ~ 2025.08.15,확정완료,중소중견기업,N,수출기업화팀,석아름,한국무역협회,지원완료
1124080008,0,2024년 1차 수산무역협회 단체보험,단기수출보험(단체보험) 일반,(사)한국수산무역협회,24,20,4,2024.08.05,2024.08.05,2024.08.01 ~ 2025.07.31,확정완료,중소중견기업,N,수출기업화팀,석아름,한국수산무역협회,지원완료
1124080007,0,2024년 aT 8월 단체보험,단기수출보험(단체보험) 일반,한국농수산식품유통공사,6,5,1,2024.08.05,2024.08.05,2024.08.20 ~ 2025.08.19,확정완료,중소중견기업,N,수출기업화팀,석아름,aT(한국농수산식품유통공사),지원완료
1124080006,0,2024 성남시 단체보험 (8월),단기수출보험(단체보험) 일반,성남시청,14,14,0,2024.08.05,2024.08.05,2024.08.07 ~ 2025.08.06,확정완료,중소중견기업,N,경기남부지사,김효선,성남시청,지원완료
1124080005,0,[특약추가]2023년 충남도청 단체보험(중소4차),단기수출보험(단체보험) 일반,충청남도청,3,3,0,2024.08.05,2024.08.05,2024.08.01 ~ 2024.10.07,확정완료,중소중견기업,N,대전세종충남지사,이승현,충남도청,지원완료
